"district_en","day","case"
"North","2020-09-07","2"
"Tai Po","2020-09-07","2"
"Sha Tin","2020-09-07","4"
"Sai Kung","2020-09-07","9"
"Islands","2020-09-07","4"
"Central & Western","2020-09-08","4"
"Wan Chai","2020-09-08","3"
"Eastern","2020-09-08","8"
"Southern","2020-09-08","3"
"Yau Tsim Mong","2020-09-08","21"
"Sham Shui Po","2020-09-08","7"
"Kowloon City","2020-09-08","12"
"Wong Tai Sin","2020-09-08","8"
"Kwun Tong","2020-09-08","18"
"Kwai Tsing","2020-09-08","14"
"Tsuen Wan","2020-09-08","29"
"Tuen Mun","2020-09-08","9"
"Yuen Long","2020-09-08","23"
"North","2020-09-08","2"
"Tai Po","2020-09-08","2"
"Sha Tin","2020-09-08","5"
"Sai Kung","2020-09-08","9"
"Islands","2020-09-08","4"
"Central & Western","2020-09-09","3"
"Wan Chai","2020-09-09","3"
"Eastern","2020-09-09","8"
"Southern","2020-09-09","3"
"Yau Tsim Mong","2020-09-09","20"
"Sham Shui Po","2020-09-09","5"
"Kowloon City","2020-09-09","9"
"Wong Tai Sin","2020-09-09","8"
"Kwun Tong","2020-09-09","19"
"Kwai Tsing","2020-09-09","13"
"Tsuen Wan","2020-09-09","26"
"Tuen Mun","2020-09-09","10"
"Yuen Long","2020-09-09","20"
"North","2020-09-09","2"
"Tai Po","2020-09-09","2"
"Sha Tin","2020-09-09","7"
"Sai Kung","2020-09-09","7"
"Islands","2020-09-09","4"
"Central & Western","2020-09-10","2"
"Wan Chai","2020-09-10","3"
"Eastern","2020-09-10","7"
"Southern","2020-09-10","2"
"Yau Tsim Mong","2020-09-10","18"
"Sham Shui Po","2020-09-10","5"
"Kowloon City","2020-09-10","7"
"Wong Tai Sin","2020-09-10","7"
"Kwun Tong","2020-09-10","19"
"Kwai Tsing","2020-09-10","10"
"Tsuen Wan","2020-09-10","18"
"Tuen Mun","2020-09-10","9"
"Yuen Long","2020-09-10","19"
"North","2020-09-10","2"
"Tai Po","2020-09-10","2"
"Sha Tin","2020-09-10","7"
"Sai Kung","2020-09-10","7"
"Islands","2020-09-10","4"
"Central & Western","2020-09-11","0"
"Wan Chai","2020-09-11","3"
"Eastern","2020-09-11","4"
"Southern","2020-09-11","2"
"Yau Tsim Mong","2020-09-11","20"
"Sham Shui Po","2020-09-11","5"
"Kowloon City","2020-09-11","7"
"Wong Tai Sin","2020-09-11","7"
"Kwun Tong","2020-09-11","17"
"Kwai Tsing","2020-09-11","10"
"Tsuen Wan","2020-09-11","17"
"Tuen Mun","2020-09-11","9"
"Yuen Long","2020-09-11","17"
"North","2020-09-11","2"
"Tai Po","2020-09-11","0"
"Sha Tin","2020-09-11","7"
"Sai Kung","2020-09-11","7"
"Islands","2020-09-11","4"
"Central & Western","2020-09-12","0"
"Wan Chai","2020-09-12","3"
"Eastern","2020-09-12","4"
"Southern","2020-09-12","2"
"Yau Tsim Mong","2020-09-12","20"
"Sham Shui Po","2020-09-12","5"
"Kowloon City","2020-09-12","6"
"Wong Tai Sin","2020-09-12","7"
"Kwun Tong","2020-09-12","19"
"Kwai Tsing","2020-09-12","11"
"Tsuen Wan","2020-09-12","16"
"Tuen Mun","2020-09-12","10"
"Yuen Long","2020-09-12","17"
"North","2020-09-12","2"
"Tai Po","2020-09-12","0"
"Sha Tin","2020-09-12","8"
"Sai Kung","2020-09-12","4"
"Islands","2020-09-12","4"
"Central & Western","2020-09-13","0"
"Wan Chai","2020-09-13","3"
"Eastern","2020-09-13","3"
"Southern","2020-09-13","2"
"Yau Tsim Mong","2020-09-13","21"
"Sham Shui Po","2020-09-13","7"
"Kowloon City","2020-09-13","4"
"Wong Tai Sin","2020-09-13","7"
"Kwun Tong","2020-09-13","13"
"Kwai Tsing","2020-09-13","16"
"Tsuen Wan","2020-09-13","14"
"Tuen Mun","2020-09-13","14"
"Yuen Long","2020-09-13","13"
"North","2020-09-13","2"
"Tai Po","2020-09-13","0"
"Sha Tin","2020-09-13","7"
"Sai Kung","2020-09-13","4"
"Islands","2020-09-13","4"
"Central & Western","2020-09-14","0"
"Wan Chai","2020-09-14","3"
"Eastern","2020-09-14","3"
"Southern","2020-09-14","1"
"Yau Tsim Mong","2020-09-14","23"
"Sham Shui Po","2020-09-14","7"
"Kowloon City","2020-09-14","5"
"Wong Tai Sin","2020-09-14","8"
"Kwun Tong","2020-09-14","12"
"Kwai Tsing","2020-09-14","16"
"Tsuen Wan","2020-09-14","11"
"Tuen Mun","2020-09-14","19"
"Yuen Long","2020-09-14","12"
"North","2020-09-14","2"
"Tai Po","2020-09-14","0"
"Sha Tin","2020-09-14","7"
"Sai Kung","2020-09-14","4"
"Islands","2020-09-14","4"
"Central & Western","2020-09-15","0"
"Wan Chai","2020-09-15","3"
"Eastern","2020-09-15","3"
"Southern","2020-09-15","1"
"Yau Tsim Mong","2020-09-15","22"
"Sham Shui Po","2020-09-15","7"
"Kowloon City","2020-09-15","5"
"Wong Tai Sin","2020-09-15","8"
"Kwun Tong","2020-09-15","12"
"Kwai Tsing","2020-09-15","11"
"Tsuen Wan","2020-09-15","9"
"Tuen Mun","2020-09-15","19"
"Yuen Long","2020-09-15","8"
"North","2020-09-15","2"
"Tai Po","2020-09-15","0"
"Sha Tin","2020-09-15","7"
"Sai Kung","2020-09-15","4"
"Islands","2020-09-15","3"
"Central & Western","2020-09-16","0"
"Wan Chai","2020-09-16","3"
"Eastern","2020-09-16","2"
"Southern","2020-09-16","2"
"Yau Tsim Mong","2020-09-16","22"
"Sham Shui Po","2020-09-16","10"
"Kowloon City","2020-09-16","5"
"Wong Tai Sin","2020-09-16","8"
"Kwun Tong","2020-09-16","8"
"Kwai Tsing","2020-09-16","11"
"Tsuen Wan","2020-09-16","8"
"Tuen Mun","2020-09-16","19"
"Yuen Long","2020-09-16","6"
"North","2020-09-16","2"
"Tai Po","2020-09-16","0"
"Sha Tin","2020-09-16","7"
"Sai Kung","2020-09-16","4"
"Islands","2020-09-16","3"
"Central & Western","2020-09-17","0"
"Wan Chai","2020-09-17","2"
"Eastern","2020-09-17","2"
"Southern","2020-09-17","2"
"Yau Tsim Mong","2020-09-17","21"
"Sham Shui Po","2020-09-17","11"
"Kowloon City","2020-09-17","5"
"Wong Tai Sin","2020-09-17","9"
"Kwun Tong","2020-09-17","9"
"Kwai Tsing","2020-09-17","11"
"Tsuen Wan","2020-09-17","4"
"Tuen Mun","2020-09-17","20"
"Yuen Long","2020-09-17","7"
"North","2020-09-17","2"
"Tai Po","2020-09-17","0"
"Sha Tin","2020-09-17","6"
"Sai Kung","2020-09-17","4"
"Islands","2020-09-17","3"
"Central & Western","2020-09-18","0"
"Wan Chai","2020-09-18","2"
"Eastern","2020-09-18","2"
"Southern","2020-09-18","2"
"Yau Tsim Mong","2020-09-18","22"
"Sham Shui Po","2020-09-18","10"
"Kowloon City","2020-09-18","4"
"Wong Tai Sin","2020-09-18","8"
"Kwun Tong","2020-09-18","9"
"Kwai Tsing","2020-09-18","11"
"Tsuen Wan","2020-09-18","4"
"Tuen Mun","2020-09-18","20"
"Yuen Long","2020-09-18","6"
"North","2020-09-18","2"
"Tai Po","2020-09-18","1"
"Sha Tin","2020-09-18","6"
"Sai Kung","2020-09-18","4"
"Islands","2020-09-18","3"
"Central & Western","2020-09-19","1"
"Wan Chai","2020-09-19","2"
"Eastern","2020-09-19","2"
"Southern","2020-09-19","2"
"Yau Tsim Mong","2020-09-19","18"
"Sham Shui Po","2020-09-19","10"
"Kowloon City","2020-09-19","2"
"Wong Tai Sin","2020-09-19","8"
"Kwun Tong","2020-09-19","9"
"Kwai Tsing","2020-09-19","9"
"Tsuen Wan","2020-09-19","4"
"Tuen Mun","2020-09-19","21"
"Yuen Long","2020-09-19","6"
"North","2020-09-19","1"
"Tai Po","2020-09-19","1"
"Sha Tin","2020-09-19","7"
"Sai Kung","2020-09-19","4"
"Islands","2020-09-19","3"
"Central & Western","2020-09-20","1"
"Wan Chai","2020-09-20","2"
"Eastern","2020-09-20","2"
"Southern","2020-09-20","1"
"Yau Tsim Mong","2020-09-20","22"
"Sham Shui Po","2020-09-20","12"
"Kowloon City","2020-09-20","5"
"Wong Tai Sin","2020-09-20","7"
"Kwun Tong","2020-09-20","9"
"Kwai Tsing","2020-09-20","9"
"Tsuen Wan","2020-09-20","4"
"Tuen Mun","2020-09-20","21"
"Yuen Long","2020-09-20","5"
"North","2020-09-20","0"
"Tai Po","2020-09-20","1"
"Sha Tin","2020-09-20","7"
"Sai Kung","2020-09-20","3"
"Islands","2020-09-20","3"
"Central & Western","2020-09-21","1"
"Wan Chai","2020-09-21","3"
"Eastern","2020-09-21","2"
"Southern","2020-09-21","1"
"Yau Tsim Mong","2020-09-21","17"
"Sham Shui Po","2020-09-21","11"
"Kowloon City","2020-09-21","5"
"Wong Tai Sin","2020-09-21","4"
"Kwun Tong","2020-09-21","9"
"Kwai Tsing","2020-09-21","7"
"Tsuen Wan","2020-09-21","3"
"Tuen Mun","2020-09-21","20"
"Yuen Long","2020-09-21","4"
"North","2020-09-21","0"
"Tai Po","2020-09-21","1"
"Sha Tin","2020-09-21","7"
"Sai Kung","2020-09-21","2"
"Islands","2020-09-21","0"
"Central & Western","2020-09-22","1"
"Wan Chai","2020-09-22","3"
"Eastern","2020-09-22","6"
"Southern","2020-09-22","1"
"Yau Tsim Mong","2020-09-22","17"
"Sham Shui Po","2020-09-22","11"
"Kowloon City","2020-09-22","6"
"Wong Tai Sin","2020-09-22","4"
"Kwun Tong","2020-09-22","8"
"Kwai Tsing","2020-09-22","4"
"Tsuen Wan","2020-09-22","1"
"Tuen Mun","2020-09-22","21"
"Yuen Long","2020-09-22","4"
"North","2020-09-22","0"
"Tai Po","2020-09-22","1"
"Sha Tin","2020-09-22","5"
"Sai Kung","2020-09-22","1"
"Islands","2020-09-22","0"
"Central & Western","2020-09-23","2"
"Wan Chai","2020-09-23","2"
"Eastern","2020-09-23","5"
"Southern","2020-09-23","1"
"Yau Tsim Mong","2020-09-23","17"
"Sham Shui Po","2020-09-23","11"
"Kowloon City","2020-09-23","7"
"Wong Tai Sin","2020-09-23","4"
"Kwun Tong","2020-09-23","8"
"Kwai Tsing","2020-09-23","4"
"Tsuen Wan","2020-09-23","0"
"Tuen Mun","2020-09-23","20"
"Yuen Long","2020-09-23","4"
"North","2020-09-23","0"
"Tai Po","2020-09-23","1"
"Sha Tin","2020-09-23","4"
"Sai Kung","2020-09-23","1"
"Islands","2020-09-23","1"
"Central & Western","2020-09-24","2"
"Wan Chai","2020-09-24","4"
"Eastern","2020-09-24","5"
"Southern","2020-09-24","1"
"Yau Tsim Mong","2020-09-24","18"
"Sham Shui Po","2020-09-24","11"
"Kowloon City","2020-09-24","7"
"Wong Tai Sin","2020-09-24","4"
"Kwun Tong","2020-09-24","7"
"Kwai Tsing","2020-09-24","4"
"Tsuen Wan","2020-09-24","0"
"Tuen Mun","2020-09-24","20"
"Yuen Long","2020-09-24","5"
"North","2020-09-24","0"
"Tai Po","2020-09-24","1"
"Sha Tin","2020-09-24","2"
"Sai Kung","2020-09-24","1"
"Islands","2020-09-24","2"
"Central & Western","2020-09-25","2"
"Wan Chai","2020-09-25","4"
"Eastern","2020-09-25","5"
"Southern","2020-09-25","1"
"Yau Tsim Mong","2020-09-25","17"
"Sham Shui Po","2020-09-25","11"
"Kowloon City","2020-09-25","7"
"Wong Tai Sin","2020-09-25","4"
"Kwun Tong","2020-09-25","6"
"Kwai Tsing","2020-09-25","4"
"Tsuen Wan","2020-09-25","0"
"Tuen Mun","2020-09-25","20"
"Yuen Long","2020-09-25","4"
"North","2020-09-25","0"
"Tai Po","2020-09-25","1"
"Sha Tin","2020-09-25","2"
"Sai Kung","2020-09-25","1"
"Islands","2020-09-25","2"
"Central & Western","2020-09-26","2"
"Wan Chai","2020-09-26","4"
"Eastern","2020-09-26","5"
"Southern","2020-09-26","1"
"Yau Tsim Mong","2020-09-26","15"
"Sham Shui Po","2020-09-26","10"
"Kowloon City","2020-09-26","7"
"Wong Tai Sin","2020-09-26","4"
"Kwun Tong","2020-09-26","6"
"Kwai Tsing","2020-09-26","4"
"Tsuen Wan","2020-09-26","0"
"Tuen Mun","2020-09-26","20"
"Yuen Long","2020-09-26","4"
"North","2020-09-26","0"
"Tai Po","2020-09-26","1"
"Sha Tin","2020-09-26","2"
"Sai Kung","2020-09-26","0"
"Islands","2020-09-26","3"
"Central & Western","2020-09-27","3"
"Wan Chai","2020-09-27","4"
"Eastern","2020-09-27","4"
"Southern","2020-09-27","1"
"Yau Tsim Mong","2020-09-27","15"
"Sham Shui Po","2020-09-27","11"
"Kowloon City","2020-09-27","7"
"Wong Tai Sin","2020-09-27","3"
"Kwun Tong","2020-09-27","2"
"Kwai Tsing","2020-09-27","4"
"Tsuen Wan","2020-09-27","0"
"Tuen Mun","2020-09-27","19"
"Yuen Long","2020-09-27","4"
"North","2020-09-27","0"
"Tai Po","2020-09-27","1"
"Sha Tin","2020-09-27","1"
"Sai Kung","2020-09-27","0"
"Islands","2020-09-27","3"
"Central & Western","2020-09-28","3"
"Wan Chai","2020-09-28","5"
"Eastern","2020-09-28","4"
"Southern","2020-09-28","1"
"Yau Tsim Mong","2020-09-28","13"
"Sham Shui Po","2020-09-28","9"
"Kowloon City","2020-09-28","8"
"Wong Tai Sin","2020-09-28","3"
"Kwun Tong","2020-09-28","2"
"Kwai Tsing","2020-09-28","1"
"Tsuen Wan","2020-09-28","0"
"Tuen Mun","2020-09-28","15"
"Yuen Long","2020-09-28","4"
"North","2020-09-28","0"
"Tai Po","2020-09-28","1"
"Sha Tin","2020-09-28","2"
"Sai Kung","2020-09-28","0"
"Islands","2020-09-28","3"
"Central & Western","2020-09-29","3"
"Wan Chai","2020-09-29","5"
"Eastern","2020-09-29","4"
"Southern","2020-09-29","1"
"Yau Tsim Mong","2020-09-29","13"
"Sham Shui Po","2020-09-29","7"
"Kowloon City","2020-09-29","7"
"Wong Tai Sin","2020-09-29","2"
"Kwun Tong","2020-09-29","2"
"Kwai Tsing","2020-09-29","1"
"Tsuen Wan","2020-09-29","0"
"Tuen Mun","2020-09-29","9"
"Yuen Long","2020-09-29","3"
"North","2020-09-29","0"
"Tai Po","2020-09-29","1"
"Sha Tin","2020-09-29","2"
"Sai Kung","2020-09-29","0"
"Islands","2020-09-29","3"
"Central & Western","2020-09-30","3"
"Wan Chai","2020-09-30","5"
"Eastern","2020-09-30","4"
"Southern","2020-09-30","1"
"Yau Tsim Mong","2020-09-30","17"
"Sham Shui Po","2020-09-30","7"
"Kowloon City","2020-09-30","7"
"Wong Tai Sin","2020-09-30","2"
"Kwun Tong","2020-09-30","2"
"Kwai Tsing","2020-09-30","1"
"Tsuen Wan","2020-09-30","0"
"Tuen Mun","2020-09-30","9"
"Yuen Long","2020-09-30","4"
"North","2020-09-30","0"
"Tai Po","2020-09-30","1"
"Sha Tin","2020-09-30","2"
"Sai Kung","2020-09-30","0"
"Islands","2020-09-30","4"
"Central & Western","2020-10-01","4"
"Wan Chai","2020-10-01","5"
"Eastern","2020-10-01","4"
"Southern","2020-10-01","0"
"Yau Tsim Mong","2020-10-01","19"
"Sham Shui Po","2020-10-01","4"
"Kowloon City","2020-10-01","7"
"Wong Tai Sin","2020-10-01","2"
"Kwun Tong","2020-10-01","4"
"Kwai Tsing","2020-10-01","1"
"Tsuen Wan","2020-10-01","0"
"Tuen Mun","2020-10-01","7"
"Yuen Long","2020-10-01","4"
"North","2020-10-01","0"
"Tai Po","2020-10-01","1"
"Sha Tin","2020-10-01","2"
"Sai Kung","2020-10-01","0"
"Islands","2020-10-01","4"
"Central & Western","2020-10-02","4"
"Wan Chai","2020-10-02","6"
"Eastern","2020-10-02","5"
"Southern","2020-10-02","0"
"Yau Tsim Mong","2020-10-02","19"
"Sham Shui Po","2020-10-02","3"
"Kowloon City","2020-10-02","7"
"Wong Tai Sin","2020-10-02","1"
"Kwun Tong","2020-10-02","3"
"Kwai Tsing","2020-10-02","1"
"Tsuen Wan","2020-10-02","0"
"Tuen Mun","2020-10-02","6"
"Yuen Long","2020-10-02","3"
"North","2020-10-02","0"
"Tai Po","2020-10-02","1"
"Sha Tin","2020-10-02","2"
"Sai Kung","2020-10-02","0"
"Islands","2020-10-02","5"
"Central & Western","2020-10-03","4"
"Wan Chai","2020-10-03","6"
"Eastern","2020-10-03","5"
"Southern","2020-10-03","0"
"Yau Tsim Mong","2020-10-03","18"
"Sham Shui Po","2020-10-03","3"
"Kowloon City","2020-10-03","7"
"Wong Tai Sin","2020-10-03","1"
"Kwun Tong","2020-10-03","2"
"Kwai Tsing","2020-10-03","1"
"Tsuen Wan","2020-10-03","0"
"Tuen Mun","2020-10-03","6"
"Yuen Long","2020-10-03","3"
"North","2020-10-03","0"
"Tai Po","2020-10-03","0"
"Sha Tin","2020-10-03","3"
"Sai Kung","2020-10-03","0"
"Islands","2020-10-03","5"
"Central & Western","2020-10-04","3"
"Wan Chai","2020-10-04","6"
"Eastern","2020-10-04","4"
"Southern","2020-10-04","0"
"Yau Tsim Mong","2020-10-04","20"
"Sham Shui Po","2020-10-04","3"
"Kowloon City","2020-10-04","7"
"Wong Tai Sin","2020-10-04","1"
"Kwun Tong","2020-10-04","2"
"Kwai Tsing","2020-10-04","2"
"Tsuen Wan","2020-10-04","0"
"Tuen Mun","2020-10-04","4"
"Yuen Long","2020-10-04","3"
"North","2020-10-04","0"
"Tai Po","2020-10-04","0"
"Sha Tin","2020-10-04","3"
"Sai Kung","2020-10-04","0"
"Islands","2020-10-04","6"
"Central & Western","2020-10-05","3"
"Wan Chai","2020-10-05","6"
"Eastern","2020-10-05","4"
"Southern","2020-10-05","0"
"Yau Tsim Mong","2020-10-05","19"
"Sham Shui Po","2020-10-05","1"
"Kowloon City","2020-10-05","3"
"Wong Tai Sin","2020-10-05","1"
"Kwun Tong","2020-10-05","2"
"Kwai Tsing","2020-10-05","3"
"Tsuen Wan","2020-10-05","0"
"Tuen Mun","2020-10-05","4"
"Yuen Long","2020-10-05","3"
"North","2020-10-05","0"
"Tai Po","2020-10-05","0"
"Sha Tin","2020-10-05","3"
"Sai Kung","2020-10-05","0"
"Islands","2020-10-05","6"
"Central & Western","2020-10-06","3"
"Wan Chai","2020-10-06","5"
"Eastern","2020-10-06","5"
"Southern","2020-10-06","0"
"Yau Tsim Mong","2020-10-06","22"
"Sham Shui Po","2020-10-06","1"
"Kowloon City","2020-10-06","3"
"Wong Tai Sin","2020-10-06","1"
"Kwun Tong","2020-10-06","2"
"Kwai Tsing","2020-10-06","3"
"Tsuen Wan","2020-10-06","0"
"Tuen Mun","2020-10-06","4"
"Yuen Long","2020-10-06","2"
"North","2020-10-06","0"
"Tai Po","2020-10-06","0"
"Sha Tin","2020-10-06","3"
"Sai Kung","2020-10-06","0"
"Islands","2020-10-06","6"
"Central & Western","2020-10-07","2"
"Wan Chai","2020-10-07","5"
"Eastern","2020-10-07","2"
"Southern","2020-10-07","0"
"Yau Tsim Mong","2020-10-07","24"
"Sham Shui Po","2020-10-07","1"
"Kowloon City","2020-10-07","2"
"Wong Tai Sin","2020-10-07","0"
"Kwun Tong","2020-10-07","2"
"Kwai Tsing","2020-10-07","4"
"Tsuen Wan","2020-10-07","0"
"Tuen Mun","2020-10-07","4"
"Yuen Long","2020-10-07","2"
"North","2020-10-07","0"
"Tai Po","2020-10-07","0"
"Sha Tin","2020-10-07","3"
"Sai Kung","2020-10-07","2"
"Islands","2020-10-07","6"
"Central & Western","2020-10-08","2"
"Wan Chai","2020-10-08","5"
"Eastern","2020-10-08","3"
"Southern","2020-10-08","0"
"Yau Tsim Mong","2020-10-08","24"
"Sham Shui Po","2020-10-08","1"
"Kowloon City","2020-10-08","1"
"Wong Tai Sin","2020-10-08","1"
"Kwun Tong","2020-10-08","2"
"Kwai Tsing","2020-10-08","15"
"Tsuen Wan","2020-10-08","0"
"Tuen Mun","2020-10-08","3"
"Yuen Long","2020-10-08","2"
"North","2020-10-08","0"
"Tai Po","2020-10-08","0"
"Sha Tin","2020-10-08","3"
"Sai Kung","2020-10-08","3"
"Islands","2020-10-08","6"
"Central & Western","2020-10-09","2"
"Wan Chai","2020-10-09","3"
"Eastern","2020-10-09","3"
"Southern","2020-10-09","0"
"Yau Tsim Mong","2020-10-09","24"
"Sham Shui Po","2020-10-09","2"
"Kowloon City","2020-10-09","1"
"Wong Tai Sin","2020-10-09","1"
"Kwun Tong","2020-10-09","3"
"Kwai Tsing","2020-10-09","15"
"Tsuen Wan","2020-10-09","0"
"Tuen Mun","2020-10-09","3"
"Yuen Long","2020-10-09","1"
"North","2020-10-09","0"
"Tai Po","2020-10-09","1"
"Sha Tin","2020-10-09","3"
"Sai Kung","2020-10-09","3"
"Islands","2020-10-09","6"
"Central & Western","2020-10-10","2"
"Wan Chai","2020-10-10","3"
"Eastern","2020-10-10","3"
"Southern","2020-10-10","0"
"Yau Tsim Mong","2020-10-10","24"
"Sham Shui Po","2020-10-10","3"
"Kowloon City","2020-10-10","1"
"Wong Tai Sin","2020-10-10","1"
"Kwun Tong","2020-10-10","3"
"Kwai Tsing","2020-10-10","16"
"Tsuen Wan","2020-10-10","0"
"Tuen Mun","2020-10-10","3"
"Yuen Long","2020-10-10","1"
"North","2020-10-10","0"
"Tai Po","2020-10-10","1"
"Sha Tin","2020-10-10","3"
"Sai Kung","2020-10-10","3"
"Islands","2020-10-10","7"
"Central & Western","2020-10-11","2"
"Wan Chai","2020-10-11","3"
"Eastern","2020-10-11","4"
"Southern","2020-10-11","0"
"Yau Tsim Mong","2020-10-11","25"
"Sham Shui Po","2020-10-11","3"
"Kowloon City","2020-10-11","1"
"Wong Tai Sin","2020-10-11","1"
"Kwun Tong","2020-10-11","4"
"Kwai Tsing","2020-10-11","17"
"Tsuen Wan","2020-10-11","0"
"Tuen Mun","2020-10-11","3"
"Yuen Long","2020-10-11","1"
"North","2020-10-11","0"
"Tai Po","2020-10-11","1"
"Sha Tin","2020-10-11","3"
"Sai Kung","2020-10-11","3"
"Islands","2020-10-11","6"
"Central & Western","2020-10-12","1"
"Wan Chai","2020-10-12","3"
"Eastern","2020-10-12","4"
"Southern","2020-10-12","0"
"Yau Tsim Mong","2020-10-12","24"
"Sham Shui Po","2020-10-12","3"
"Kowloon City","2020-10-12","2"
"Wong Tai Sin","2020-10-12","1"
"Kwun Tong","2020-10-12","4"
"Kwai Tsing","2020-10-12","19"
"Tsuen Wan","2020-10-12","1"
"Tuen Mun","2020-10-12","3"
"Yuen Long","2020-10-12","1"
"North","2020-10-12","1"
"Tai Po","2020-10-12","1"
"Sha Tin","2020-10-12","3"
"Sai Kung","2020-10-12","4"
"Islands","2020-10-12","8"
"Central & Western","2020-10-14","1"
"Wan Chai","2020-10-14","3"
"Eastern","2020-10-14","4"
"Southern","2020-10-14","0"
"Yau Tsim Mong","2020-10-14","22"
"Sham Shui Po","2020-10-14","3"
"Kowloon City","2020-10-14","2"
"Wong Tai Sin","2020-10-14","1"
"Kwun Tong","2020-10-14","5"
"Kwai Tsing","2020-10-14","19"
"Tsuen Wan","2020-10-14","3"
"Tuen Mun","2020-10-14","3"
"Yuen Long","2020-10-14","1"
"North","2020-10-14","1"
"Tai Po","2020-10-14","1"
"Sha Tin","2020-10-14","2"
"Sai Kung","2020-10-14","6"
"Islands","2020-10-14","8"
"Central & Western","2020-10-15","1"
"Wan Chai","2020-10-15","4"
"Eastern","2020-10-15","4"
"Southern","2020-10-15","0"
"Yau Tsim Mong","2020-10-15","21"
"Sham Shui Po","2020-10-15","3"
"Kowloon City","2020-10-15","2"
"Wong Tai Sin","2020-10-15","1"
"Kwun Tong","2020-10-15","5"
"Kwai Tsing","2020-10-15","19"
"Tsuen Wan","2020-10-15","3"
"Tuen Mun","2020-10-15","3"
"Yuen Long","2020-10-15","0"
"North","2020-10-15","1"
"Tai Po","2020-10-15","1"
"Sha Tin","2020-10-15","2"
"Sai Kung","2020-10-15","8"
"Islands","2020-10-15","8"
"Central & Western","2020-10-16","0"
"Wan Chai","2020-10-16","4"
"Eastern","2020-10-16","5"
"Southern","2020-10-16","1"
"Yau Tsim Mong","2020-10-16","19"
"Sham Shui Po","2020-10-16","3"
"Kowloon City","2020-10-16","2"
"Wong Tai Sin","2020-10-16","1"
"Kwun Tong","2020-10-16","3"
"Kwai Tsing","2020-10-16","19"
"Tsuen Wan","2020-10-16","3"
"Tuen Mun","2020-10-16","3"
"Yuen Long","2020-10-16","0"
"North","2020-10-16","1"
"Tai Po","2020-10-16","1"
"Sha Tin","2020-10-16","2"
"Sai Kung","2020-10-16","9"
"Islands","2020-10-16","8"
"Central & Western","2020-10-17","0"
"Wan Chai","2020-10-17","4"
"Eastern","2020-10-17","3"
"Southern","2020-10-17","1"
"Yau Tsim Mong","2020-10-17","20"
"Sham Shui Po","2020-10-17","3"
"Kowloon City","2020-10-17","3"
"Wong Tai Sin","2020-10-17","1"
"Kwun Tong","2020-10-17","3"
"Kwai Tsing","2020-10-17","19"
"Tsuen Wan","2020-10-17","3"
"Tuen Mun","2020-10-17","3"
"Yuen Long","2020-10-17","0"
"North","2020-10-17","1"
"Tai Po","2020-10-17","1"
"Sha Tin","2020-10-17","2"
"Sai Kung","2020-10-17","9"
"Islands","2020-10-17","8"
"Central & Western","2020-10-18","0"
"Wan Chai","2020-10-18","4"
"Eastern","2020-10-18","3"
"Southern","2020-10-18","1"
"Yau Tsim Mong","2020-10-18","21"
"Sham Shui Po","2020-10-18","3"
"Kowloon City","2020-10-18","3"
"Wong Tai Sin","2020-10-18","1"
"Kwun Tong","2020-10-18","3"
"Kwai Tsing","2020-10-18","19"
"Tsuen Wan","2020-10-18","3"
"Tuen Mun","2020-10-18","3"
"Yuen Long","2020-10-18","0"
"North","2020-10-18","1"
"Tai Po","2020-10-18","1"
"Sha Tin","2020-10-18","1"
"Sai Kung","2020-10-18","9"
"Islands","2020-10-18","8"
"Central & Western","2020-10-19","1"
"Wan Chai","2020-10-19","4"
"Eastern","2020-10-19","3"
"Southern","2020-10-19","1"
"Yau Tsim Mong","2020-10-19","22"
